stimuli_set_0.xml;50;18;18
stimuli_set_1.xml;100;18;18
stimuli_set_0.xml;50;18;18
stimuli_set_1.xml;100;18;18
stimuli_set_0.xml;50;18;18
stimuli_set_1.xml;100;18;18
stimuli_set_0.xml;50;18;18
stimuli_set_1.xml;100;18;18
stimuli_set_0.xml;50;18;18
stimuli_set_1.xml;100;18;18
stimuli_set_0.xml;10;24;20
stimuli_set_1.xml;20;24;24
stimuli_set_2.xml;30;24;24
stimuli_set_3.xml;40;24;24
stimuli_set_4.xml;50;24;24
stimuli_set_5.xml;60;24;24
stimuli_set_6.xml;70;24;24
stimuli_set_7.xml;80;24;24
stimuli_set_8.xml;90;24;24
stimuli_set_9.xml;100;24;24
stimuli_set_10.xml;150;24;24
stimuli_set_11.xml;200;24;24
stimuli_set_12.xml;250;24;24
stimuli_set_13.xml;300;24;24
stimuli_set_14.xml;350;24;24
stimuli_set_15.xml;400;24;24
stimuli_set_16.xml;450;24;24
stimuli_set_17.xml;500;24;24
stimuli_set_0.xml;100;24;24
stimuli_set_1.xml;50;24;24
stimuli_set_0.xml;100;24;24
stimuli_set_1.xml;50;24;24
stimuli_set_0.xml;100;24;24
stimuli_set_1.xml;50;24;24
stimuli_set_0.xml;100;24;24
stimuli_set_1.xml;50;24;24
stimuli_set_0.xml;100;24;24
stimuli_set_1.xml;50;24;24
stimuli_set_0.xml;100;24;24
stimuli_set_1.xml;50;24;24
stimuli_set_0.xml;100;24;24
stimuli_set_1.xml;50;24;24
stimuli_set_0.xml;100;24;24
stimuli_set_1.xml;50;24;24
stimuli_set_0.xml;100;24;24
stimuli_set_1.xml;50;24;24
stimuli_set_0.xml;100;24;24
stimuli_set_1.xml;50;24;24
stimuli_set_0.xml;100;24;24
stimuli_set_1.xml;50;24;24
stimuli_set_0.xml;10;24;21
stimuli_set_1.xml;20;24;21
stimuli_set_2.xml;30;24;24
stimuli_set_3.xml;40;24;24
stimuli_set_4.xml;50;24;24
stimuli_set_5.xml;60;24;24
stimuli_set_6.xml;70;24;24
stimuli_set_7.xml;80;24;24
stimuli_set_8.xml;90;24;24
stimuli_set_9.xml;100;24;24
stimuli_set_10.xml;150;24;24
stimuli_set_11.xml;200;24;24
stimuli_set_12.xml;250;24;24
stimuli_set_13.xml;300;24;24
stimuli_set_14.xml;350;24;24
stimuli_set_15.xml;400;24;24
stimuli_set_16.xml;450;24;24
stimuli_set_17.xml;500;24;24
stimuli_set_0.xml;100;24;24
stimuli_set_1.xml;50;24;24
stimuli_set_0.xml;100;24;24
stimuli_set_1.xml;50;24;24
stimuli_set_0.xml;100;24;24
stimuli_set_1.xml;50;24;24
stimuli_set_0.xml;100;24;24
stimuli_set_1.xml;50;24;24
stimuli_set_0.xml;100;24;24
stimuli_set_1.xml;50;24;24
stimuli_set_0.xml;100;24;24
stimuli_set_1.xml;50;24;24
stimuli_set_0.xml;50;24;24
stimuli_set_1.xml;100;24;24
stimuli_set_0.xml;50;24;24
stimuli_set_1.xml;100;24;24
stimuli_set_0.xml;50;24;24
stimuli_set_1.xml;100;24;24
stimuli_set_0.xml;50;24;24
stimuli_set_1.xml;100;24;24
stimuli_set_0.xml;50;24;24
stimuli_set_1.xml;100;24;24
